"Time","Road_Identification","Interval_Number","Point_Latitude","Point_Longitude","Point_Altitude","Is_Fixed","Speed","Ax","Ay","Az","Bump_Value_Low_Speed","Bump_Value_High_Speed"
"17:43:25 2019-November-02","PCC-GS-1st try","0030","40.08371827","-88.19799749","224.47756577","true","54.04","2.93305975","-11.19080836","-5.78473082","0","3.26860351",
