"Time","Road_Identification","Interval_Number","Point_Latitude","Point_Longitude","Point_Altitude","Is_Fixed","Speed","Ax","Ay","Az","Bump_Value_Low_Speed","Bump_Value_High_Speed"
"12:02:50 2019-November-29","Original Data","0236","40.09801915","-88.26091007","232.83868408","true","40.82","3.09061331","-10.98130168","-4.17668713","6.29453253","0",
"12:08:07 2019-November-29","Original Data","0272","40.10901164","-88.26099565","234.8995018","true","48.42","-1.94322199","-4.642962","-0.720649","5.13911215","0",
