"Project_Name","Time_Road_Created","Road_Identification","Road_Pavement_Type","Number_Links","Number_Of_Tags","Number_Of_Bumps","Travel_Time","Length_Road_Total","Avg_Speed_Road_Total","Avg_Roughness_Road_Total","Condition_Category_Road_Total","Length_Road_wRoughness","Avg_Speed_Road_wRoughness","Avg_Roughness_Road_wRoughness","Condition_Category_Road_wRoughness"
"4th chapter","12:02:38 2019-November-29","Original Data","Paved","1","0","2","44.38","20495.13","29.69","4.84","Fair","15252.26","35.76","3.27","Good",
"4th chapter","12:51:00 2019-November-29","Extra Data","Paved","1","0","0","16.37","7299.65","33.68","4.22","Fair","6017.56","41.08","3.02","Good",
